id, name, fullAddress, priceRange, zipCode
34619,Menchie's Frozen Yogurt (999 E Basse Rd #177),"999 E Basse Rd #177, San Antonio, TX, 78209",$,78209
34620,Helados Aranda,"12728 Nacogdoches Rd, San Antonio, TX, 78217",$$,78217
34621,7-Eleven (11110 IH 35N),"11110 Ih 35N, San Antonio, TX, 78233",$,78233
34622,"Orange Leaf Frozen Yogurt (118 Mt. Calvary Rd., Suite 101)","118 Mt. Calvary Rd., Suite 101, San Antonio, TX, 78209",$,78209
34623,L'Orenta Nuts,"2564 MacArthur View 101, San Antonio, TX, 78217",$,78217
34624,Grimaldi's Pizzeria (22810 US Highway 281 N Ste 105),"22810 Highway 281 N Ste 105, San Antonio, TX, 78259",$$,78259
34625,Fat Tummy Empanadas,"2922 W. Commerce St, San Antonio, TX, 78207",$,78207
34626,Señor Fish Seafood Bar,"1915 Broadway, San Antonio, TX, 78215",$$,78215
34627,Naara Cafe,"9329 Wurzbach Rd, San Antonio, TX, 78240",$$,78240
34628,Kulture Kafe,"1112 South Saint Mary's Street, San Antonio, TX, 78210",,78210
34629,Taco Palenque (Medical Center),"3847 Parkdale Dr, San Antonio, TX, 78229",$,78229
34630,"Charleys Cheesesteaks and Wings - Walmart - SE Loop 410, TX","2100 South East Loop 410, San Antonio, TX, 78220",$,78220
34631,Embers Wood Fire Grill &amp; Bar (North Loop),"819 N Loop 1604 E, San Antonio, TX, 78232",$,78232
34632,McAlister's Deli (8121 Pat Booker Rd),"8121 Pat Booker Road, Live Oak, TX, 78233",$,78233
34633,Taco Cabana (8105 Fourwinds Dr),"8105 Fourwinds Dr, San Antonio, TX, 78239",$,78239
34634,Five Guys TX-0405 260 E. Basse Rd,"260 E Basse St Suite 107, San Antonio, TX, 78209",$,78209
34635,Cosmic Wings (Windsor Park),"7880 IH35 North, San Antonio, TX, 78218",$,78218
34636,225° Urban Smoke,"1015 Rittiman Road, San Antonio, TX, 78218",,78218
34637,Buffalo Wild Wings GO (4230 N Foster Rd),"4230 North Foster Road, San Antonio, TX, 78244",$$,78244
34638,Mamma Lou's Soul Food Kitchen,"4929 Walzem Rd, San Antonio, TX, 78218",,78218
34639,Senor Mango Ice Cream,"5112 West Ave, San Antonio, TX, 78213",$,78213
34640,La Mejico Express,"16505 Blanco Rd, San Antonio, TX, 78248",$,78248
34641,Chicago Bagel &amp; Deli,"10918 Wurzbach Rd, San Antonio, TX, 78230",$,78230
34642,Sabor de Sanchez Food truck no.1,"8020 Pat Booker Road, Live Oak, TX, 78233",,78233
34643,Walgreens (10650 Toepperwein Rd),"10650 Toepperwein Rd, Converse, TX, 78109",$,78109
34644,Dulce Victoria Desserts,"1717 Fredericksburg Rd, San Antonio, TX, 78201",$,78201
34645,Pretzelmaker (17238 Bulverde Rd),"17238 Bulverde Rd, San Antonio, TX, 78247",$,78247
34646,Jamba Juice (San Pedro),"7400 San Pedro Ave, San Antonio, TX, 78216",,78216
34647,The Baked Bird,"1003 East Nakoma Street, San Antonio, TX, 78216",,78216
34648,Panifico Bake Shop,"602 N.W. 24th, San Antonio, TX, 78207",$,78207
34649,Corner Bakery (255 E Basse Rd Ste 100),"255 E Basse Rd Ste 100, San Antonio, TX, 78209",$$,78209
34650,Commonwealth Coffeehouse &amp; Bakery (Hemisfair),"611 Hemisfair Boulevard, San Antonio, TX, 78205",,78205
34651,Commonwealth Coffeehouse &amp; Bakery Evergreen,"224 West Evergreen Street, San Antonio, TX, 78212",,78212
34652,Wholesome Eating Gluten Free Bakery and Restaurant,"13455 Blanco Road, San Antonio, TX, 78216",$$,78216
34653,Twin Sister's Bakery and Cafe,"6322 N New Braunfels Ave, San Antonio, TX, 78209",,78209
34654,"Marco's Pizza (822 Evans Rd., Ste.102)","822 Evans Rd. Ste.102, San Antonio, TX, 78258",$,78258
34655,Bill Miller Bar-B-Q (Thousand Oaks Dr),"2911 Thousand Oaks, San Antonio, TX, 78247",$$,78247
34656,Pasha Mediterranean Grill (Wurzbach),"9339 Wurzbach Rd, San Antonio, TX, 78240",$$,78240
34657,Whataburger (8002 Fredericksburg Rd),"8002 Fredericksburg Rd, San Antonio, TX, 78229",$$,78229
34658,McAlister's Deli (16820 NW Military Hwy),"16820 NW Military Hwy, Shavano Park, TX, 78231",$,78231
34659,Salata Quarry Village,"250 E. Basse Rd, San Antonio, TX, 78209",$,78209
34660,Popeyes (2980 Pat Booker Rd),"2980 Pat Booker Rd, Universal City, TX, 78148",$,78148
34661,Small Town Nutrition,"5370 Walzem Road, San Antonio, TX, 78218",$,78218
34662,Papa Johns (11102 Toepperwein Rd),"11102 Toepperwein Rd, Live Oak, TX, 78233",$,78233
34663,Mellow Mushroom (San Antonio),"115 N Loop 1604 E, San Antonio, TX, 78258",$$,78258
34664,Capos Pizzeria (8522 Broadway Street #105),"8522 Broadway St #105, San Antonio, TX, 78217",,78217
34665,CAVA (LINCOLN HEIGHTS),"999 E Basse Rd #125, San Antonio, TX, 78209",$,78209
34666,"Freebirds World Burrito (14975 IH 35 North, Ste. 101)","14975 IH 35 North Ste. 101, Selma, TX, 78154",$,78154
34667,Bubby's Jewish Soul Food,"12730 Northwest Military Highway
,,
Suite 101, TX,,,
34668,Arby's (13601 Nacogdoches Rd.),"13601 NACOGDOCHES RD., San Antonio, TX, 78217",$,78217
34669,Bahama Buck's (2310 Pat Booker Rd),"2310 Pat Booker Rd, Universal City, TX, 78148",$,78148
34670,Potbelly Sandwich Shop (Broadway | 450),"3006 Broadway Ste. 101, San Antonio, TX, 78209",$,78209
34671,Chipotle Mexican Grill (6302 FM 78),"6302 FM 78, San Antonio, TX, 78244",$,78244
34672,Marble Slab Creamery (Broadway),"5231 Broadway St, Alamo Heights, TX, 78209",$,78209
34673,IHOP (14424 San Pedro),"14424 San Pedro, San Antonio, TX, 78232",$,78232
34674,Amy's Ice Creams (San Antonio),"255 E Basse Rd, San Antonio, TX, 78209",$,78209
34675,Scooped Cookie Dough Bar,"18771 Farm-to-Market 2252, San Antonio, TX, 78266",$,78266
34676,Taco Cabana (11722 IH 35 N),"11722 IH 35 N, San Antonio, TX, 78233",$,78233
34677,Auntie Anne's (7400 San Pedro Avenue),"7400 San Pedro Avenue, San Antonio, TX, 78216",$,78216
34678,BellaRo Cupcakery &amp; Sweets,"19141 Stone Oak Parkway, San Antonio, TX, 78258",,78258
34679,Shipley Do-Nut (14088 Nacogdoches Rd),"14088 Nacogdoches Rd, San Antonio, TX, 78247",$,78247
34680,Crumbl Cookies (255 E Basse Road Suite 152),"255 E Basse Road Suite 152, San Antonio, TX, 78209",$$,78209
34681,Nadler's Bakery &amp; Deli,"1621 Babcock Rd, San Antonio, TX, 78229",$$,78229
34682,Twin Sisters Bakery &amp; Cafe,"6322 N New Braunfels Ave, San Antonio, TX, 78209",$$,78209
34683,"La Madeleine Country French Cafe (8134 Agora Pkwy, Suite 100)","8134 Agora Pkwy, Live Oak, TX, 78154",$$,78154
34684,Pan Dulce Bakery &amp; Cafe,"8055 West Ave 107, Castle Hills, TX, 78213",$,78213
34685,Southern Roots Vegan Bakery,"6208 South Flores Street, San Antonio, TX, 78214",,78214
34686,La Catrina Mexican Bakery and Coffee house,"923 N Loop 1604 E, 101, San Antonio, TX, 78232-1385",,78232-1385
34687,Baklovah Bakery ,"9329 Wurzbach Rd, San Antonio, TX, 78240",$,78240
34688,Taqueria Datapoint (Gramercy),"1702 W Gramercy Pl, San Antonio, TX, 78201",$$,78201
34689,Winner Winner Chicken Dinner,"2015 Northeast Loop 410, San Antonio, TX, 78217",,78217
34690,El Jefe,"2407 North Saint Marys Street, San Antonio, TX, 78212",$,78212
34691,Chick-fil-A  (1350 Austin Hwy),"1350 Austin Hwy, San Antonio, TX, 78209",$,78209
34692,Ghost Kitchen SA,"2015 Northeast Loop 410, San Antonio, TX, 78217",,78217
34693,Carmen's Mexican Restaurant,"7030 Branching Court, San Antonio, TX, 78239",$$,78239
34694,Teran's Restaurant,"4403 E Houston St, San Antonio, TX, 78220",$$,78220
34695,Benny's Tacos,"405 Pat Booker Rd, Universal City, TX, 78148",$$,78148
34696,Wing Master,"2015 Northeast Loop 410, San Antonio, TX, 78217",,78217
34697,Taco Cabana (5115 Rigsby ),"5115 Rigsby, San Antonio, TX, 78222",$,78222
34698,IHOP (17220 Interstate Highway 35 North),"17220 Interstate Highway 35 North, Schertz, TX, 78154",$,78154
34699,Tia's Taco Hut (Huebner),,$,
34700,Little Taco Factory(1510 McCullough Ave),"1510 McCullough Ave, San Antonio, TX, 78212",$$,78212
34701,Taqueria Arandas - Bandera,"6811 Bandera Road, Leon Valley, TX, 78238",,78238
34702,Hometown Burger (5423 Evers Rd.),"5423 Evers Rd., San Antonio, TX, 78238",$,78238
34703,Hometown Burger (Roosevelt),"3436 Roosevelt, San Antonio, TX, 78214",$,78214
34704,FREAKING GOOD PIZZA (2620 South Presa Street),"2620 South Presa Street, San Antonio, TX, 78210",$$,78210
34705,Poblano's On Main,"115 S Main Plaza, San Antonio, TX, 78205",$,78205
34706,Fresh Donut,"1302 Austin Highway, San Antonio, TX, 78209",$$,78209
34707,Hometown Burger (1922 Culebra Rd.),"1922 Culebra Rd., San Antonio, TX, 78201",$,78201
34708,Jesma Fine Foods,"1722 Rigsby Avenue, San Antonio, TX, 78210",$,78210
34709,Tia's Taco Hut (St. Mary's),"1203 North Saint Marys Street, San Antonio, TX, 78215",$,78215
34710,La Popular Bakery,"6634 Binz Engleman Rd, Converse, TX, 78109",$$,78109
34711,Rios Meat Market,"8030 S Zarzamora St, San Antonio, TX, 78224",$,78224
34712,Hometown Burger (11910 Blanco Rd.),"11910 Blanco Rd #101, San Antonio, TX, 78216",$,78216
34713,SA seafood,"5222 De Zavala Rd, San Antonio, TX, 78230",,78230
34714,Teka Molino,"7231 San Pedro Ave, San Antonio, TX, 78216",$,78216
34715,Long John Silver's (3318 SE Military Dr),"3318 SE Military Dr., San Antonio, TX, 78223",$,78223
34716,Hootie's Burger Bar (15412 IH 35 North),"15412 IH 35 North, Selma, TX, 78154",$$,78154
34717,Cafe Rosa 3,"2817 Hillcrest Dr, San Antonio, TX, 78201",$,78201
34718,Teka Molino 2,"1007 Rittiman Rd, San Antonio, TX, 78218",$$,78218
34719,El Taco - Stone Oak,"19202 Stone Oak Pkwy, San Antonio, TX, 78258",$,78258
34720,Hash Vegan Eats,"5007 South Flores Street, San Antonio, TX, 78214",,78214
34721,Jimmy Buffett's Margaritaville (San Antonio),"849 E Commerce St, San Antonio, TX, 78205",$,78205
34722,Papa Johns (12642 Nacogdoches Rd),"12642 Nacogdoches Rd, San Antonio, TX, 78217",$,78217
34723,Regio Cafe,"1706 McCullough Ave, San Antonio, TX, 78212",$,78212
34724,Duck Donuts (11703 Huebner Rd Ste 113),"11703 Huebner Rd Ste 113, San Antonio, TX, 78230",$$,78230
34725,Firehouse Subs (1802 N. Loop 1604 E. #104),"1802 N. Loop 1604 E. #104, San Antonio, TX, 78232",$,78232
34726,Cici's (San Pedro),"6900 San Pedro Ave, San Antonio, TX, 78216",$,78216
34727,El Bracero Bar &amp; Grill,"4230 North Foster Road, Unit #90, San Antonio, TX, 78244",,78244
34728,Church's Chicken (9090 FM 78),"9090 FM 78, Converse, TX, 78109",$,78109
34729,Taqueria El Huarache,"707 S Seguin Rd, Converse, TX, 78109",,78109
34730,Stuffed,"4939 Northwest Loop 410, San Antonio, TX, 78229",,78229
34731,Super Donut,"6658 Summer Fest Dr, San Antonio, TX, 78244",$,78244
34732,Rusty Taco (17026 Bulverde Rd),"17026 Bulverde Road, San Antonio, TX, 78247",$,78247
34733,Zedric's Fit with Flavor (The Colonnade),"9873 I-10, San Antonio, TX, 78230",$,78230
34734,Luby's (Fredericksburg Rd.),"4541 Fredericksburg Rd, Balcones Heights, TX, 78201",$$,78201
34735,PAWSitively Sweet Bakery,"5501 Blanco Rd, San Antonio, TX, 78216",$,78216
34736,Bobbie's Cafe,"6728 S Flores St, San Antonio, TX, 78221",,78221
34737,Hometown Burger (7525 N 1604 East),"7525 N 1604 East Ste. 136, Live Oak, TX, 78233",$,78233
34738,Wild Burger (8450 N I-35),"8450 N Interstate 35, San Antonio, TX, 78239",$$,78239
34739,Wendy's (9503 Middlex Drive),"9503 Middlex Drive, San Antonio, TX, 78217",$,78217
34740,Chicago Philly Eats,"441 West Nakoma Drive, San Antonio, TX, 78216",,78216
34741,U.S.A. Donuts,"4535 Rigsby Ave Ste 105, San Antonio, TX, 78220",$,78220
34742,Tycoon Flats,"2926 North Saint Marys Street, San Antonio, TX, 78212",,78212
34743,Donut Palace (1583 Thousand Oaks),"1583 Thousand Oaks Drive, San Antonio, TX, 78232",$,78232
34744,Los Gueros Tacos,"20323 Huebner Rd, San Antonio, TX, 78258",$,78258
34745,Schlotzsky's Deli (Perrin Beitel Rd),"8534 Perrin-Beitel Road, San Antonio, TX, 78217",$,78217
34746,The Art of Donut,"3428 N St Mary's St, San Antonio, TX, 78212",$,78212
34747,American Grilled Cheese Company (3619 N PanAm Expy),"3619 N PanAm Expy, San Antonio, TX, 78219",$$,78219
34748,Kneaders Bakery &amp; Cafe,"21639 Hardy Oak Boulevard, San Antonio, TX, 78258",$$,78258
34749,Hon Machi Japanese Korean BBQ (Blanco Rd),"19186 Blanco Rd, San Antonio, TX, 78258",,78258
34750,China Sea Restaurant,"4300 Thousand Oaks, San Antonio, TX, 78217",$$,78217
34751,Chas Market &amp; Kitchen,"1431 N Pine St, San Antonio, TX, 78208",$$,78208
34752,Thai Lao Orchid at Babcock Rd,"5440 Babcock Rd, San Antonio, TX, 78240",$,78240
34753,Sichuan House,"3505 Wurzbach Rd Ste 102, San Antonio, TX, 78238",,78238
34754,Sukeban,"1420 S Alamo St, San Antonio, TX, 78210",$$,78210
34755,Side Wok Cafe,"849 E Commerce St #155, San Antonio, TX, 78205",$,78205
34756,Hero's Ramen X Sushi,"13444 West Ave, San Antonio, TX, 78216",$,78216
34757,Aroy ver thai bite,"2202 Broadway Street, San Antonio, TX, 78215",,78215
34758,Thai Lucky sushi bar,"102 Navarro St, San Antonio, TX, 78205",$,78205
34759,Raj Indian Kitchen,"22250 Bulverde Road
,,
Suite 114, TX,,,
34760,Wok on Wheels (Bulverde),"22250 Bulverde Rd, San Antonio, TX, 78261",$,78261
34761,5 Tara Indian Buffet,"4841 Fredericksburg Road, San Antonio, TX, 78229",,78229
34762,Kinnaree Pho,"2114 Northwest Military Highway, Castle Hills, TX, 78213",,78213
34763,Katii Thai Food ,"2710 North Saint Marys Street, San Antonio, TX, 78212",,78212
34764,Kimura,"152 E pecan st, San Antonio, TX, 78205",,78205
34765,Halal Indian Kitchen,"22250 Bulverde Road
,,
Suite 114, TX,,,
34766,Spice Indian Express,"22250 Bulverde Road
,,
Suite 114, TX,,,
34767,Bombay Sandwich,"22250 Bulverde Road
,,
Suite 114, TX,,,
34768,Little Tokyo,"849 E Commerce St, San Antonio, TX, 78205",$,78205
34769,Sumo Japanese Steakhouse,"8342 Ih 10 W, San Antonio, TX, 78229",$$,78229
34770,Sip Sip Cafe,"2844 Thousand Oaks Dr, San Antonio, TX, 78232",$$,78232
34771,Karate Noodles,"427 Lombrano Street, San Antonio, TX, 78207",,78207
34772,Hew By Akhanay Coffee Roasters,"1430 North Flores Street, San Antonio, TX, 78212",$,78212
34773,Gogi Street (Korean Fusion) (12820 Jones Maltsberger Rd),"12820 Jones Maltsberger Rd, San Antonio, TX, 78247",$,78247
34774,Spice Grill &amp; Bar Indian Restaurant,"220 Broadway St, San Antonio, TX, 78205",$,78205
34775,Habachi Buffet,"2203 SE Loop 410, San Antonio, TX, 78220",$,78220
34776,Jeepney Street Eats,"1009 Avenue B, San Antonio, TX, 78215",,78215
34777,"Curry Home (427 Lombrano St,)","427 Lombrano St, San Antonio, TX, 78207",$$,78207
34778,Curry Boys BBQ,"2334 North Saint Marys Street, San Antonio, TX, 78212",,78212
34779,J Y Ramen,"5500 Babcock Road, San Antonio, TX, 78240",$,78240
34780,Hot Joy,"1014 S Alamo St, San Antonio, TX, 78210",$$,78210
34781,LumpiasRollin,"2534 Babcock Road, San Antonio, TX, 78229",,78229
34782,Sideliners Grill (Henderson Pass),"15630 Henderson Pass, San Antonio, TX, 78232",$$,78232
34783,Tao's Thai Hot,"8110 Fredericksburg Road, San Antonio, TX, 78229",$,78229
34784,"Bayside Biryani (220 Broadway,)","220 Broadway, San Antonio, TX, 78205",$,78205
34785,Momo House - Nepali Style Dumplings,"4447 DeZavala Rd, San Antonio, TX, 78249",$,78249
34786,Sushi Haya,"226 West Bitters Road, San Antonio, TX, 78216",,78216
34787,Hula Poke,"12730 W I-10, San Antonio, TX, 78249",,78249
34788,Kung Fu Tea ,"3126 Pat Booker Rd, Universal City, TX, 78148",$,78148
34789,Lin's International Buffet (Selma),"15866 IH 35 N, Selma, TX, 78154",$,78154
34790,San Poke,"20770 281 N Ste 105, San Antonio, TX, 78259",$,78259
34791,Suck It: The Restaurant,"7220 Louis Pasteur Dr, San Antonio, TX, 78229",$$,78229
34792,Tenko Ramen,"312 Pearl Pkwy, San Antonio, TX, 78215",$,78215
34793,Pei Wei (11911 Crosswinds Way),"11911 Crosswinds Way, San Antonio, TX, 78233",$,78233
34794,Wok This Way (San Antonio),"2411 NE Loop 410 Ste 102, San Antonio, TX, 78217",,78217
34795,Sushi Zushi - Lincoln Heights,"999 E Basse Rd, San Antonio, TX, 78209",$,78209
34796,Pinch Boil House (Broadway),"5130 Broadway, San Antonio, TX, 78209",$,78209
34797,Singhs,"2803 N St Mary's St, San Antonio, TX, 78212",$,78212
34798,Wow Bao (SAT01-2),"11911 Crosswinds Way, San Antonio, TX, 78233",$,78233
34799,China Express,"8340 FM 78, Converse, TX, 78109",$,78109
34800,Sabor A La Mexicana Mexican Restaurant and Cantina,"920 SE Military Dr, San Antonio, TX, 78214",$,78214
34801,Chela's tacos,"3420 N St Mary's St, San Antonio, TX, 78212",$,78212
34802,Reggie's Tex-Mex Cafe #1,"2543 Goliad Rd, San Antonio, TX, 78223",,78223
34803,Rincon Latino,"200 Pfeil Road, Cibolo, TX, 78108",$$,78108
34804,Mi Tierra,"218 Produce Row, San Antonio, TX, 78207",,78207
34805,Taquero Vaquero,"427 Lombrano Street, San Antonio, TX, 78207",,78207
34806,Grand Fortuna Chinese Restaurant,"2618 Fredericksburg Rd, San Antonio, TX, 78201",,78201
34807,Mama's Gumbo,"2367 Austin Highway, San Antonio, TX, 78218",,78218
34808,Fina's Kitchen,"914 W Hildebrand Ave, San Antonio, TX, 78201",,78201
34809,tequla mexican restaurant,"1059 Southeast Military Drive, San Antonio, TX, 78214",,78214
34810,KUNG FU RICE (427 Lombrano Street),"427 Lombrano Street, San Antonio, TX, 78207",$,78207
34811,Ruth's Chris Steak House (7720 Jones Maltsberger Rd),"7720 Jones Maltsberger Rd, San Antonio, TX, 78216",$,78216
34812,Los Azulejos Restaurant,"2267 NW Military Hwy, San Antonio, TX, 78213",,78213
34813,Chilaquil,"312 Pearl Parkway, San Antonio, TX, 78215",,78215
34814,Milano's pizzeria,"2728 Culebra Road, B, San Antonio, TX, 78228",,78228
34815,Deco Pizzeria (1815 Fredericksburg Rd.),"1815 Fredericksburg Rd, San Antonio, TX, 78201",$,78201
34816,Powerbomb Pizza (San Antonio) (824 Afterglow Street),"824 Afterglow Street, San Antonio, TX, 78216",$,78216
34817,Los Arcos Mexican Grill (Bulverde),"22106 Bulverde Road, San Antonio, TX, 78259",$,78259
34818,Los Arcos Mexican Grill (Judson),"15179 Judson Road, San Antonio, TX, 78247",$,78247
34819,Falafel Factory (5713 Evers Rd),"5713 Evers Rd, San Antonio, TX, 78238",$,78238
34820,Gunpowder Cafe (9903 Fredericksburg Rd),"9903 Fredericksburg Rd, San Antonio, TX, 78240",,78240
34821,Happy Place Bar on Rittiman (4722 Rittiman Rd),"4722 Rittiman Rd, San Antonio, TX, 78218",$,78218
34822,One Pocha,"4408 Walzem Road, San Antonio, TX, 78218",$$,78218
34823,Don Adolfo’s Bar and Grill,"19141 Stone Oak Pkwy, San Antonio, TX, 78258",$,78258
34824,Habibi Cafe,"5306 Broadway St, Alamo Heights, TX, 78209",$,78209
34825,Barbaro,"2720 McCullough Ave, San Antonio, TX, 78212",$,78212
34826,Yum Thai 2 - San Antonio,"21038 Hwy 281 N Ste 103, San Antonio, TX, 78258",$,78258
34827,Rotana,"2250 Thousand Oaks, San Antonio, TX, 78232",$,78232
34828,Filipino Express,"4963 NW Loop 410, San Antonio, TX, 78229",$,78229
34829,Kobe Japanese steakhouse,"1007 Northwest Loop 410, San Antonio, TX, 78213",$,78213
34830,Senor Veggie,"620 S Presa St, San Antonio, TX, 78210",$,78210
34831,Nee’s Thai &amp; Sushi,"1502 E Commerce St, San Antonio, TX, 78205",$$,78205
34832,Kawashi Sushi &amp; Asian Cuisine,"124 Broadway St, San Antonio, TX, 78205",$$,78205
34833,Sushishima Japanese Restaurant,"1205 N Loop 1604 W/Blanco, San Antonio, TX, 78258",$,78258
34834,Pho Kim Long,"4230 McCullough Ave, San Antonio, USA, Olmos Park, TX, 78212",,78212
34835,Sushi Express,"19903 Stone Oak Pkwy, San Antonio, TX, 78258",$,78258
34836,Cafe Amore,"4553 N Loop 1604 W, STE 1113, San Antonio, TX, 78249",$,78249
34837,Alamo Cafe (14250 San Pedro Ave),"14250 San Pedro Avenue, San Antonio, TX, 78232",$,78232
34838,Moroccan Bites,"5718 Evers Rd, San Antonio, TX, 78238",$,78238
34839,"Campeche Café, Mexican Restaurant","629 Enrique M Barrera Pkwy, San Antonio, TX, 78237-2300",,78237-2300
34840,Las Palapas - Thousand Oaks,"2866 Thousand Oaks Drive, San Antonio, TX, 78232",$$,78232
34841,China Rose Pleasanton Rd,"1431 Pleasanton Rd, San Antonio, TX, 78221",$,78221
34842,Lisboa Madrid,"11211 Perrin Beitel Rd, San Antonio, TX, 78217",$$,78217
34843,Sapore's Pizza,"6422 Babcock, San Antonio, TX, 78240",,78240
34844,Thousand Oaks Cafe II,"1271 Austin Hwy, San Antonio, TX, 78209-4854",$,78209-4854
34845,Thai Restaurant,"1709 Babcock Rd, San Antonio, TX, 78229",$,78229
34846,Ray's Pizzaria,"455 McCarty Road, San Antonio, TX, 78216",$$,78216
34847,Cascabel Mexican Patio,"1000 S Saint Mary's St, San Antonio, TX, 78205",,78205
34848,Thai Taste,"5520 Evers Rd, San Antonio, TX, 78238",$,78238
34849,Bangkok 54 Thai Cuisine,"2515 Nacogdoches Road, San Antonio, TX, 78217",$$,78217
34850,Biryani Express Indian Cuisine,"9390 Huebner Road, San Antonio, TX, 78240",,78240
34851,Taqueria El Charro (Wurzbach),"2351 Harry Wurzbach Rd, Terrell Hills, TX, 78209",$$,78209
34852,Asian Buffet (San Antonio),"1533 Austin Hwy, San Antonio, TX, 78218",$$,78218
34853,Roman's Pizza,"7806 Callaghan Road, San Antonio, TX, 78229",,78229
34854,Thai Thai Asian Cuisine,"5009 Walzem Road, Windcrest, TX, 78218",$$,78218
34855,3 Pho Bowl 09,"917A FM3009, Schertz, TX, 78154",$$,78154
34856,China Express,"406 Enrique M. Barrera Pkwy, San Antonio, TX, 78237",,78237
34857,Picosito Mexican Kitchen,"12107 Toepperwein Rd, Live Oak, TX, 78233",$$,78233
34858,Julian's Italian Pizzeria &amp; Kitchen,"17230 Autry Pond, San Antonio, TX, 78247",$$,78247
34859,Camila's Mexican Restaurant,"21510 Blanco Rd, San Antonio, TX, 78260",$,78260
34860,El Chaparral Mexican Restaurant,,$$,
34861,El Original Asadero #1,"1327 Culebra Rd, San Antonio, TX, 78201",,78201
34862,410 Diner,"8315 Broadway St, San Antonio, TX, 78209",$$,78209
34863,Pasqually's Pizza &amp; Wings P583 (14564 IH 35N),"14564 IH 35N, Selma, TX, 78154",$,78154
34864,Pinkfish Poke ,"9102 Wurzbach Rd, San Antonio, TX, 78229",$,78229
34865,Ito Poke (427 Lombrano St),"427 Lombrano St, San Antonio, TX, 78207",$$,78207
34866,Beijing Express Restaurant (Fredericksburg Rd),"5203 Fredericksburg Rd, San Antonio, TX, 78229",$$,78229
34867,Kinnaree Pho,"2114 Northwest Military Highway, Castle Hills, TX, 78213",,78213
34868,Kickin' Wings ,"2177 NW Military Hwy, San Antonio, TX, 78213",$,78213
34869,Curry Villa (3720 Northwest Loop 410),"3720 Northwest Loop 410, San Antonio, TX, 78229",$,78229
34870,Kim Tran Restaurant,"1015 Rittiman Rd, San Antonio, TX, 78218",$$,78218
34871,China King Buffet,"6900 San Pedro Ave, San Antonio, TX, 78216",$$,78216
34872,Mandarin Express (11911 Crosswinds Way),"11911 Crosswinds Way, San Antonio, TX, 78233",$,78233
34873,Surfing Crab (San Antonio),"9837 IH 10W, San Antonio, TX, 78230",,78230
34874,Angkor Bistro,"3111 TPC Parkway, San Antonio, TX, 78259",,78259
34875,Mad Over Curry (220 Broadway),"220 Broadway, San Antonio, TX, 78205",$,78205
34876,Thai Spice &amp; Sushi,"8327 Agora Parkway, Selma, TX, 78154",$$,78154
34877,TK Teriyaki Kitchen (San Antonio),"422 N General McMullen Dr # 101-102, San Antonio, TX, 78237",$,78237
34878,Native Grill and Wings San Antonio ,"3238 Wurzbach Rd, San Antonio, TX, 78238",$,78238
34879,Tong's Thai Restaurant,"1146 Austin Highway, San Antonio, TX, 78209",,78209
34880,Chuck E. Cheese (14564 IH 35N),"Interstate 35 North &amp; North Evans Road, Selma, TX, 78154",$,78154
34881,Buster's American Kitchen (Balcones Heights),"440 Crossroads Blvd, Balcones Heights, TX, 78201",$$,78201
34882,Vegan Tandoor Palace ,"8783 Wurzbach Rd, San Antonio, TX, 78240",$,78240
34883,Asoko Sushi,"12055 Vance Jackson Road, #107, San Antonio, TX, 78230",,78230
34884,Hung Fong Chinese Restaurant ,"3624 Broadway St, San Antonio, TX, 78209",$$,78209
34885,Taco Blvd,"18360 Blanco Rd, San Antonio, TX, 78258",$$,78258
34886,Biryani Factory (3720 Northwest Loop 410),"3720 Northwest Loop 410, San Antonio, TX, 78229",$,78229
34887,Cerroni's Purple Garlic,"1017 Austin Highway, San Antonio, TX, 78209",$$,78209
34888,Demo's Greek Food (Blanco),"7115 Blanco Rd Ste 120, San Antonio, TX, 78216",$,78216
34889,Delicious Garden,"2815 N Loop 1604 E, San Antonio, TX, 78232",$,78232
34890,The Pasta Bar,"4138 S New Braunfels Ave, Lackland Heights, TX, 78223",,78223
34891,Thai Chalurn,"4941 Walzem Rd, Windcrest, TX, 78218",,78218
34892,Sushishima Japanese Restaurant,"1205 North Loop 1604 W, San Antonio, TX, 78258",$,78258
34893,Dos Jalisco Mexican Restaurant,,$,
34894,Tick-Tock Tikka House (220 Broadway),"220 Broadway, San Antonio, TX, 78205",$,78205
34895,Green Vegetarian Cuisine (Alon),"10003 Northwest Military Highway, San Antonio, TX, 78230",$,78230
34896,Ito sushi,"427 Lombrano Street, San Antonio, TX, 78207",,78207
34897,Deco Cafe Filipiniana,"6812 Bandera Road
,,
Suite 101, TX,,,
34898,The Afghan Village Restaurant &amp; Halal Market,"3825 Fredericksburg Road, San Antonio, TX, 78201",,78201
34899,Beijing Express,"4407 Blanco Road, San Antonio, TX, 78212",$,78212
34900,Sakura Asian cuisine ,"22103 Bulverde Rd #117, San Antonio, TX, 78259",,78259
34901,China Sun Restaurant (San Antonio),"4107 Naco Perrin Blvd, San Antonio, TX, 78217",$,78217
34902,CantonEats (17700 San Pedro Avenue Ste 430),"17700 San Pedro Avenue Ste 430, San Antonio, TX, 78232",$$,78232
34903,Tokyo Express,"5203 Walzem Rd, San Antonio, TX, 78218",$$,78218
34904,Milano on Wurzbach,"11802 Wurzbach Rd, San Antonio, TX, 78230",$$,78230
