id, name, fullAddress, priceRange, zipCode
34905,Thai Lucky Restaurant (Pine St) ,"711 S Pine St, San Antonio, TX, 78203",$,78203
34906,Bean Sprout Chinese Restaurant,"25 NE Interstate 410 Loop, San Antonio, TX, 78216",$,78216
34907,Kim Wah Chinese BBQ,"7080 Bandera Road, San Antonio, TX, 78238",,78238
34908,Thai Chili Express,"2950 Thousand Oaks Dr, San Antonio, TX, 78247",$,78247
34909,Zaatar Lebanese Grill,"9323 Wurzbach Rd, San Antonio, TX, 78240",$,78240
34910,Pick Up Stix (11911 Crosswinds Way),"11911 Crosswinds Way, San Antonio, TX, 78233",$,78233
34911,Dave &amp; Buster's (Balcones Heights),"440 Crossroads Blvd, Balcones Heights, TX, 7820",$$,7820
34912,Sizzling Wok,"17700 San Pedro Ave, San Antonio, TX, 78232",$,78232
34913,Thousand Oaks Cafe IV,"4334 Thousand Oaks Dr, San Antonio, TX, 78217-2102",$,78217-2102
34914,Pompeii Italian Grill,"16109 Nacogdoches Rd, San Antonio, TX, 78247",$$,78247
34915,Myunggawon,"4404 Rittiman Road, San Antonio, TX, 78218",$$,78218
34916,Hon Machi Korean BBQ,"842 Northwest Loop 410 #107, San Antonio, TX, 78216",,78216
34917,El Tipico,"4930 Rigsby Ave, San Antonio, TX, 78222",$,78222
34918,Zorba's Greek Restaurant,"2110 NW Military Hwy, San Antonio, TX, 78213",$,78213
34919,Thai Lucky Sushi Bar &amp; Restaurant (Navarro St),"102 Navarro Street, San Antonio, TX, 78205",,78205
34920,La Milanesa Restaurant and Grill,"3261 Nacogdoches Rd 101, San Antonio, TX, 78217",$,78217
34921,Dosa City ,"9903 Fredericksburg Road, San Antonio, TX, 78240",,78240
34922,Costa Pacifica,"434 North Loop 1604 W, San Antonio, TX, 78232",$$,78232
34923,Sushishima Japanese Restaurant,"2211 Northwest Military Highway, Castle Hills, TX, 78213",,78213
34924,Mama Adam Foods,"4030 medical Dr, San Antonio, TX, 78229",,78229
34925,Cappalletti's Italian Food and Pizza on Bitters,"226 W Bitters Rd, San Antonio, TX, 78216",$,78216
34926,Green Vegetarian Cuisine (Alamo Quarry),"255 East Basse rd, San Antonio, TX, 78216",$,78216
34927,Mikes Taco House,"8144 FM78, Converse, TX, 78109",$,78109
34928,Milano Italian Grill,"19239 Stone Oak Pkwy, San Antonio, TX, 78258",$$,78258
34929,Lee's Kitchen (Universal City),"12000 TX-1604 Loop, Universal City, TX, 78148",$,78148
34930,Pockets Billiards Wings &amp; Beer,"5819 Northwest Loop 410, San Antonio, TX, 78238",,78238
34931,Po Po Trattoria Pizzeria,"18866 Stone Oak Parkway, San Antonio, TX, 78258",$$,78258
34932,Izu Sushi and Poke,"427 Lombrano Street, K11, San Antonio, TX, 78207",$$,78207
34933,Hook &amp; Reel (4987 Northwest Loop 410),"4987 Northwest Loop 410, San Antonio, TX, 78229",$,78229
34934,Chef Joe Asian Cuisine,"5456 Walzem Road, San Antonio, TX, 78218",$$,78218
34935,Cocina El Jibarazo,"1790 Austin Hwy, San Antonio, TX, 78218",$,78218
34936,Lee's Kitchen (Perrin Beitel Rd),"10606 Perrin Beitel Rd, San Antonio, TX, 78217",$,78217
34937,Hootie's Chicken Tenders (15412 Interstate 35 N),"15412 Interstate 35 N, Selma, TX, 78154",$,78154
34938,The Meatball Corner (8355 Agora Pkwy),"8355 Agora Pkwy., Selma, TX, 78154",$$,78154
34939,Third Coast Wings And Daiquiris,"3710 East Commerce Street, San Antonio, TX, 78219",,78219
34940,Panda Express (5738 Walzem Rd),"5738 Walzem Rd, San Antonio, TX, 78218",$,78218
34941,Hootie's Bait &amp; Tackle (13131 San Pedro),"13131 San Pedro, San Antonio, TX, 78216",$$,78216
34942,Myung Ga Won,"4400 Rittiman Rd, San Antonio, TX, 78218",,78218
34943,India Palace (San Antonio),"8474 Fredericksburg Rd, San Antonio, TX, 78229",$,78229
34944,QUARRY HOFBRAU &amp; BEER GARDEN,"7310 Jones Maltsberger Rd, San Antonio, TX, 78209",$$,78209
34945,Papa Dante's Italian Restaurant,"8607 FM 1976, Converse, TX, 78109",,78109
34946,Fratello's Italian Market &amp; Deli,"2503 Broadway St, San Antonio, TX, 78215",$,78215
34947,The Hayden,"4025 Broadway Street, San Antonio, TX, 78209",,78209
34948,India oven,"1031 Patricia, San Antonio, TX, 78213",$$,78213
34949,Hoffman’s Steak House,"4946 Rigsby Ave, San Antonio, TX, 78222",$$,78222
34950,Saltgrass (16910 US281 North),"16910 US281 North, San Antonio, TX, 78232",$$,78232
34951,China Stix,"22100 Bulverde Rd, San Antonio, TX, 78259",$$,78259
34952,"Bed Bath &amp; Beyond (522 Northwest Loop,410 Suite 103)","522 Northwest Loop410, San Antonio, TX, 78216",$,78216
34953,Chefs Table Mediterranean Grill,"1546 Babcock Road, 102, San Antonio, TX, 78229",,78229
34954,Chopstix Cafe,"19903 Stone Oak Parkway, San Antonio, TX, 78258",,78258
34955,Joe's Crab Shack (212 College St),"212 College St, San Antonio, TX, 78205",$$,78205
34956,Caracheos (3033 MacArthu),"3033 MacArthur View, San Antonio, TX, 78217",$$,78217
34957,China Rose SW Military Drive,"2535 SW Military Dr, San Antonio, TX, 78211",$,78211
34958,San Antonio Burger Co.,"8440 Fredericksburg Rd, San Antonio, TX, 78229-3317",$,78229-3317
34959,Los Cabos Wwwhite,"2525 South WW White Road, San Antonio, TX, 78222",$$,78222
34960,Thai Chef,"1256 FM78, Schertz, TX, 78154",$$,78154
34961,Kosta's Greek Food,"12606 Nacogdoches Road, San Antonio, TX, 78217",$$,78217
34962,Wasabi,"9921 I-10, San Antonio, TX, 78230",,78230
34963,Kiku Garden,"4527 Goldfield, San Antonio, TX, 78218",$$,78218
34964,Godai Sushi Bar &amp; Japanese Restaurant,"11203 West Avenue, San Antonio, TX, 78213",$$,78213
34965,800 Degrees Pizza (SAT02-1),"14730 Bulverde Rd San, Antonio, TX, 78247",$,78247
34966,Bubba Gump Shrimp Co (406 Navarro St),"406 Navarro St, San Antonio, TX, 78205",$,78205
34967,Mediterranean Turkish Grill,"8507 McCullough Ave, San Antonio, TX, 78216",$$,78216
34968,Leeann Chin (11911 Crosswinds Way),"11911 Crosswinds Way, San Antonio, TX, 78233",$,78233
34969,Sabor de México,"1367 Austin Hwy, San Antonio, TX, 78209",$,78209
34970,Los Arcos Mexican Grill (Castle Hills),"1973 Northwest Loop 410 1627, Castle Hills, TX, 78213",$,78213
34971,Southtown Barbacoa,"317 Probandt, San Antonio, TX, 78204",,78204
34972,The Point Panaderia &amp; Cafe,"9735 N Interstate 35, San Antonio, TX, 78233",$$,78233
34973,Tacos El Guero Loko LLC,"17595 Blanco Road, San Antonio, TX, 78232",,78232
34974,Rios Barbacoa,"5745 Evers Rd, San Antonio, TX, 78238",$,78238
34975,Tacos El Regio -  Nacogdoches,"12757 Nacogdoches Road, San Antonio, TX, 78217",$,78217
34976,Sarah's Barbacoa,"6330 De Zavala Rd, San Antonio, TX, 78249",$,78249
34977,Birria Barrio,"2710 South Presa Street, San Antonio, TX, 78210",,78210
34978,Poppys Pizza,"7115 Blanco Rd, Ste 107, San Antonio, TX, 78216",,78216
34979,The Burger Den (9550 I-10 West),"9550 I-10 West, San Antonio, TX, 78230",$$,78230
34980,Mi Rodeo,"5310 Rigsby Ave, San Antonio, TX, 78222",$,78222
34981,Dona Tota (Southside),"2230 Southeast Military Drive #102, San Antonio, TX, 78223",,78223
34982,Fusion Food,"8132 Fredericksburg Road, San Antonio, TX, 78229",$,78229
34983,Happy Day Cafe,"8320 Pat Booker Road, Live Oak, TX, 78233",,78233
34984,Luciano's - South Park Mall,"2310 S.W Military Dr Ste #107, San Antonio, TX, 78224",$,78224
34985,Delicious Tamales (1330 Culebra Rd.),"1330 Culebra Road, San Antonio, TX, 78201",,78201
34986,Tejas Cafe,"12122 Oconnor Rd, San Antonio, TX, 78233",$$,78233
34987,Medina River Coffee,"11825 West Ave, 101, San Antonio, TX, 78216",$,78216
34988,Tia's Taco Hut (Babcock Rd.),"5730 Babcock Road, San Antonio, TX, 78240",$,78240
34989,4 Seasons Yogurt,"1207 Texas 1604 Access Rd, San Antonio, TX, 78258",$,78258
34990,K&amp;K Donuts,"5138 UTSA Boulevard, San Antonio, TX, 78249",,78249
34991,Birotes Tortas Ahogadas (West Martin),"3004 West Martin Street, San Antonio, TX, 78207",$,78207
34992,Las Palapas (O’Connor),"4438 North Loop 1604 East, San Antonio, TX, 78247",$,78247
34993,Alamo Pizza &amp; Wings,"3938 S Zarzamora St, San Antonio, TX, 78225",,78225
34994,La Unica Birotes Restaurant (Goliad),"2622 Goliad Rd., San Antonio, TX, 78223",,78223
34995,"Smoothie King (17910 Bulverde Rd., Suite 107)",,$$,
34996,Anchor Bar,,,
34997,Tink-A-Tako (2511 SE Military Dr),"2511 SE Military Dr, San Antonio, TX, 78223",$,78223
34998,Sandwich De Paris,"7220 Louis Pasteur Drive, San Antonio, TX, 78229",$$,78229
34999,Pan &amp; Coffee,"19298 Stone Oak Parkway, San Antonio, TX, 78258",,78258
35000,Los Generales (16216 Nacogdoches Road),"16216 Nacogdoches Road, San Antonio, TX, 78247",$,78247
35001,Goombas Pizzeria,"4522 Fredericksburg Rd, San Antonio, TX, 78201",$,78201
35002,El ranchero mexican restaurant,"26180 Canyon Golf Road, San Antonio, TX, 78260",$,78260
35003,Ay Chiwawa (1604 E),"1615 N Loop 1604 E, San Antonio, TX, 78232",,78232
35004,Paul's Pizza Roma,"5137 Fredericksburg Rd, San Antonio, TX, 78229",$$,78229
35005,Vida Mia Mexican Cuisine,"19141 Stone Oak Parkway #803, San Antonio, TX, 78258",$,78258
35006,Cazadores Mexican Restaurant,"927 Rittiman Rd, San Antonio, TX, 78209",$,78209
35007, Las Adelitas El Pacifico,"13860 Nacogdoches Road, San Antonio, TX, 78217",$,78217
35008,Con Huevos Tacos,"1629 E Houston St, San Antonio, TX, 78202",$,78202
35009,Urban Bricks Pizza (19141 Stone Oak Pkwy Suite 101),"19141 Stone Oak Parkway, San Antonio, TX, 78258",$$,78258
35010,Demo's Greek Food (Stone Oak),"1205 N Loop 1604 W., San Antonio, TX, 78258",$,78258
35011,Pollos Asados “El Gallo”,"18770 Farm to Market Road 2252, Garden Ridge, TX, 78266",$,78266
35012,Bird Bakery,"5912 Broadway Street, Alamo Heights, TX, 78209",$$,78209
35013,Tommy's (Wurzbach Parkway),"938 Wurzbach Parkway #109, San Antonio, TX, 78231",$,78231
35014,El Taco De Jalisco,"4407 Vance Jackson Rd, San Antonio, TX, 78230",,78230
35015,Susana's Mexican Restaurant &amp; Catering,"2223 S Zarzamora St, San Antonio, TX, 78207",$,78207
35016,IHOP (17242 Autry Road),"17242 Autry Pond Road, San Antonio, TX, 78247",$,78247
35017,Rami's Pizza,"4189 Naco Perrin Blvd, San Antonio, TX, 78217",,78217
35018,Eddie's Taco House,"402 W Cevallos, San Antonio, TX, 78204",$,78204
35019,Tommy's Restaurant (Silicon Dr),"12830 Silicon Dr., San Antonio, TX, 78249",$,78249
35020,LISA'S MEXICAN RESTAURANT,"815 Bandera Rd, San Antonio, TX, 78228",$,78228
35021,Pizza Italia,"3023 Thousand Oaks Dr #101, San Antonio, TX, 78247",$,78247
35022,Macs &amp; Stacks (La Cantera),"15900 La Cantera Parkway, San Antonio, TX, 78256",$$,78256
35023,Tia's Taco Hut (Blanco Rd.),"7214 Blanco Road, San Antonio, TX, 78216",$,78216
35024,Goomba’s pizzeria,"7216 Blanco Road, San Antonio, TX, 78216",,78216
35025,Bad-Ass Breakfast Burritos (Stone Oak),"20907 Stone Oak Parkway, San Antonio, TX, 78258",$,78258
35026,Embers Wood Fire Grill &amp; Bar,"9818 I-10, San Antonio, TX, 78240",$$,78240
35027,El Taco Grill (Huebner Rd ),"19211 Huebner Rd, San Antonio, TX, 78258",$,78258
35028,Tommy's Restaurant (Medical Center),"8823 Wurzbach Rd, San Antonio, TX, 78240",$,78240
35029,Frontier Burger,"838 NE Lp 410, San Antonio, TX, 78209",$$,78209
35030,"Shipley Donuts (6531 FM78, 101)","6531 FM78, 101, San Antonio, TX, 78244",$,78244
35031,La Coronela Mexican Restaurant,"201 N New Braunfels Ave, San Antonio, TX, 78202",$,78202
35032,La Villa Mexican Restaurant,"4522 Ackerman Road, Kirby, TX, 78219",$,78219
35033,Los Arcos Mexican Restaurant,"1010 Pat Booker Rd., Universal City, TX, 78148",$,78148
35034,Mark's Outing,"1624 E Commerce St, San Antonio, TX, 78205",$,78205
35035,Tacos Chagos,"11827 Perrin Beitel Road, San Antonio, TX, 78217",$,78217
35036,Tommy's Restaurant (IH35 &amp; Nogalitos),"1205 Nogalitos, San Antonio, TX, 78204",$,78204
35037,Rapid Fire Pizza (121 Pat Booker Ave),"121 Pat Booker Ave, Universal City, TX, 78148",$,78148
35038,The Hut Diner,"1610 Fredericksburg Rd, San Antonio, TX, 78201",$,78201
35039,Doña Tota (Northside),"7053 San Pedro Ave, San Antonio, TX, 78216",$,78216
35040,Cicis Pizza (6900 San Pedro Ave),"6900 San Pedro Avenue, San Antonio, TX, 78216",$,78216
35041,Rolando's Super Tacos No 1,"919 West Hildebrand Avenue, San Antonio, TX, 78201",$,78201
35042,Boss Bagels,"6458 N New Braunfels Ave, San Antonio, TX, 78209",$,78209
35043,Blanco BBQ,"13259 Blanco Rd, San Antonio, TX, 78216",$$,78216
35044,It's Just Wings (8590 FM 78),"8590 FM 78, Converse, TX, 78109-1032",$$,78109-1032
35045,Which Wich (13429 San Pedro),"13429 San Pedro Ave, San Antonio, TX, 78216",$,78216
35046,Tommy's Restaurant (San Pedro),"6510 San Pedro Ave, San Antonio, TX, 78216",$,78216
35047,Dunkin (5105 Walzem Rd),"5105 Walzem Rd, Windcrest, TX, 78239",$,78239
35048,Tip Top Cafe,"2814 Fredericksburg Rd, San Antonio, TX, 78201",$$,78201
35049,Buffalo Wild Wings GO (508 Chestnut St),"508 Chestnut, San Antonio, TX, 78202",$,78202
35050,El Paraiso De Jalisco #2 ,"13550 O'Connor Road, San Antonio, TX, 78233",,78233
35051,Barbecue Station,"1610 Northeast Interstate 410 Loop, San Antonio, TX, 78209",$$,78209
35052,Firehouse Subs (The Colonnade III),"9961 Interstate 10 Frontage Rd, San Antonio, TX, 78230",$,78230
35053,Maple Street Biscuit Company (Quarry Village),"290 East Basse Road, San Antonio, TX, 78209",$$,78209
35054,Marco's Pizza (5203 Eisenhauer Rd),"5203 Eisenhauer Rd, San Antonio, TX, 78260",$,78260
35055,Chesters Hamburgers,"621 Pat Booker Rd, Universal City, TX, 78148",$$,78148
35056,Las Palapas (4802 Walzem Road),"4802 Walzem Road, San Antonio, TX, 78218",$,78218
35057,Big'z Burger Joint,"2303 N Loop 1604 W, San Antonio, TX, 78258",$,78258
35058,Little Jamaica Foods Bar &amp; Grill,"5490 Walzem Rd, San Antonio, TX, 78218",,78218
35059,Anchor Bar (Schertz),"3900 Farm to Market Road 3009
,,
Suite 101, TX,,,
35060,Dog Haus Biergarten – Stone Oak ,"20907 Stone Oak Parkway, San Antonio, TX, 78258",,78258
35061,Shake Shack (Park North),"7411 San Pedro Avenue, San Antonio, TX, 78216",$,78216
35062,Chicago Hot Dogs,"12914 Jones Maltsberger, San Antonio, TX, 78247",,78247
35063,Dignowity Meats On Houston Street,"1701 E Houston St, San Antonio, TX, 78202",$,78202
35064,Lennys Grill &amp; Subs (17910 Bulverde Road),"17910 Bulverde Rd, San Antonio, TX, 78259",$,78259
35065,Raising Cane's Chicken Fingers  (8402 Broadway St.),"8402 Broadway, San Antonio, TX, 78209",$$,78209
35066,Babe's Old Fashioned Food (Fredericksburg Rd.),"4535 Fredericksburg Rd, San Antonio, TX, 78201",$,78201
35067,Golden Chick (4110 N Foster Rd),"4110 N FOSTER RD, San Antonio, TX, 78244",$,78244
35068,Raising Cane's Chicken Fingers  (7925 Pat Booker Rd.),"7925 Pat Booker Rd., Live Oak, TX, 78233",$$,78233
35069,Wendy's  (11919 PERRIN-BEITEL),"11919 PERRIN-BEITEL, SAN ANTONIO, TX, 78217",$,78217
35070,Dairy Queen (9726 Perrin Beitel),"9726 Perrin Beitel, San Antonio, TX, 78217",$,78217
35071,BJ's Restaurant &amp; Brewhouse (San Antonio #480),"22410 Highway 281 North, San Antonio, TX, 78259",$$,78259
35072,Bill Miller Bar B Q -5113 WALZEM RD,"5113 Walzem Road, San Antonio, TX, 78239",$$,78239
35073,Al Carbon Pollos Asados,"13835 Nacogdoches Rd, San Antonio, TX, 78217",$,78217
35074,Raising Cane's Chicken Fingers  (1418 Austin Hwy),,$$,
35075,Grady's BBQ (8683 Fm78),"8683 Fm78, Converse, TX, 78109",$,78109
35076,Freddy's Frozen Custard &amp; Steakburgers (8379 Agora Pkwy),"8379 Agora Pkwy, Selma, TX, 78154",$,78154
35077,Jersey Mike's Subs (999 Ease Basse Road),"999 East Basse Road, San Antonio, TX, 78209",$,78209
35078,BJ's Restaurant &amp; Brewhouse (Live Oak),"2050 IKEA RBFCU Parkway, Live Oak, TX, 78233",$$,78233
35079,KFC (8727 Perrin Beitel),"8727 Perrin Beitel, San Antonio, TX, 78217",$,78217
35080,Cheesy Jane's,"4200 Broadway St, San Antonio, TX, 78209",,78209
35081,Bush's Chicken (Nacogdoches),"13603 Nacogdoches Rd, San Antonio, TX, 78217",$,78217
35082,Subway #35145 ,"11726 I-35 North, San Antonio, TX, 78233",$,78233
35083,Jack in the Box (859) 11615 N. Ih 35,"11615 N. Ih 35, San Antonio, TX, 78233",$,78233
35084,Long John Silver's (5430 Walzem Rd),"5430 Walzem Road, San Antonio, TX, 78218",$,78218
35085,Chili's (14570 Forum Pkwy),"14570 Forum Pkwy, Selma, TX, 78154-1306",$$,78154-1306
35086,Sonic (11725 O'Connor Rd.),"11725 O'Connor Rd., San Antonio, TX, 78233",$$,78233
35087,Burger King (4618 Rittiman Road),"4618 Rittiman Road, San Antonio, TX, 78218",$,78218
35088,Whataburger (8300 N IH 35),"8300 N IH 35, Windcrest, TX, 78239",$$,78239
35089,"Red Lobster (8210 I-H 35, N.)","8210 I-H 35, N., San Antonio, TX, 78239",$$,78239
35090,Charleys Cheesesteaks and Wings - FM 78 Plaza - TX,"8144 FM 78, Converse, TX, 78109",$,78109
35091,Wayback Burgers (3142 Pat Booker Rd),"3142 Pat Booker Rd, Universal City, TX, 78148",$,78148
35092,Cracker Barrel Old Country Store (6330 N Interstate 35),"6330 N Interstate 35, San Antonio, TX, 78218",$,78218
35093,Five Guys TX-1304,"8222 Agora Pkwy, Live Oak, TX, 78154",$,78154
35094,McDonald's® (5700 WALZEM RD),"5700 Walzem Rd, Windcrest, TX, 78218",$,78218
35095,54th Street Restaurant &amp; Drafthouse - (Live Oak),"8111 Pat Booker Rd, Live Oak, TX, 78233",$,78233
35096,Sop’s kitchen ,"5418 North Foster Road, San Antonio, TX, 78244",,78244
35097,B&amp;D Ice House,"1004 S Alamo St, San Antonio, TX, 78210",$$,78210
35098,Mattengas Pizza Express,"427 Lombrano Street, 20, San Antonio, TX, 78207",,78207
35099,Killer Kebob (5713 Evers Rd),"5713 Evers Rd, San Antonio, TX, 78238",$,78238
35100,Mora Mediterranean Grill,"8620 Fredericksburg Road, San Antonio, TX, 78240",,78240
35101,Dos Amigos,"1900 Pleasanton Road, San Antonio, TX, 78214",$,78214
35102,46th St. New York Style Pizzeria (N.E. San Antonio),"1813 Pat Booker Rd, Universal City, TX, 78148",$,78148
35103,Figlios Pizzeria and Ristorante,"18816 Fm 2252, San Antonio, TX, 78266",$,78266
35104,Chismosa’s Cantina y Comida Texicana,"14355 Blanco Road, San Antonio, TX, 78216",,78216
35105,La Siberia Mexicana Inc,"3018 Fredericksburg Rd, San Antonio, TX, 78201",,78201
35106,El Ceviche De Waldito,"5526 Evers Rd, San Antonio, TX, 78238",$,78238
35107,46th St. Pizza,"22250 Bulverde Rd, San Antonio, TX, 78259",$,78259
35108,La Puntada Restaurant,"117 Goliad Rd, San Antonio, TX, 78223",$,78223
35109,Iron Cactus (San Antonio),"200 River Walk St #100, San Antonio, TX, 78205",$$,78205
35110,Acenar Mexican Restaurant ,"146 E Houston St, San Antonio, TX, 78205",$$,78205
35111,La Chiquita Paleteria Y Neveria,"6726 San Pedro Ave, San Antonio, TX, 78216",$,78216
35112,Bok Choy,"5130 Broadway St, San Antonio, TX, 78209",$,78209
35113,Street Treats ,"9158 fm78, Converse, TX, 78109",,78109
35114,CHIN'S CHINESE KITCHEN,"5764 Evers Rd, San Antonio, TX, 78238",$,78238
35115,Tacos Betos,"3715 Culebra Road, San Antonio, TX, 78228",$$,78228
35116,"Johnny Rockets (849 E. Commerce, Space 677)","849 E Commerce St, San Antonio, TX, 78205",$,78205
35117,BKK Bangkok Cuisine Inc.,"8214 Pat Booker Rd, Live Oak, TX, 78233",$$,78233
35118,Mr. Juicy,"3315 San Pedro Avenue, San Antonio, TX, 78212",$,78212
35119,Ida Claire - San Antonio,"7300 Jones Maltsberger Rd, San Antonio, TX, 78209",,78209
35120,Yuyus Piñas,"2235 Thousand Oaks Drive, San Antonio, TX, 78232",,78232
35121,La Focaccia Italian Grill,"800 S Alamo St, San Antonio, TX, 78205",$,78205
35122,Chow's Express,"4424 Rittiman Road, San Antonio, TX, 78218",,78218
35123,"Firehouse Subs (8211 Agora Pkwy., Ste. 110)","8211 Agora Pkwy., Ste. 110, Selma, TX, 78154",$,78154
35124,BurgerFi San Antonio-Alamo Heights,"1907 Nacogdoches Rd., San Antonio, TX, 78209",$,78209
35125,La Playa Seafood,"3343 West Avenue, San Antonio, TX, 78213",$,78213
35126,Pho 32,"2413 Thousand Oaks Dr, San Antonio, TX, 78232",$,78232
35127,Alida,"527 El Paso Street, San Antonio, TX, 78207",$,78207
35128,The Growler Exchange Pizza &amp; Beer,"4130 Broadway St # 2, San Antonio, TX, 78209",$$,78209
35129,Clementine,"2195 NW Military Hwy, San Antonio, TX, 78213",$,78213
35130,Acha Bacha Indian Cuisine,"535 Kayton Avenue, San Antonio, TX, 78210",,78210
35131,Tacos Los Nortenos,"2331 Vance Jackson Road, San Antonio, TX, 78213",,78213
35132,Buffalo Kitchen q,"13032 Nacogdoches Road 200, San Antonio, TX, 78217",$,78217
35133,Center Court Pizza and Brew,"20711 Wilderness Oak #113, San Antonio, TX, 78260",$,78260
35134,Burrikos ,"316 North Flores Street, San Antonio, TX, 78205",,78205
35135,Holy Crab,"2921 Pat Booker Road Suite 100, Universal City, TX, 78148",,78148
35136,Ruth's Chris Steak House (600 E Market St),"600 E Market St, San Antonio, TX, 78205",$$,78205
35137,SUPER DOG (427 Lombrano Street),"427 Lombrano Street, San Antonio, TX, 78207",$,78207
35138,SA Cloud Indian Kitchen,"427 Lombrano Street, San Antonio, TX, 78207",,78207
35139,il Forno (San Antonio),"122 Nogalitos St, San Antonio, TX, 78204",$,78204
35140,Yummy yummy Italian ice cream ,"5560 fm78  Ste 4, Kirby, TX, 78219",,78219
35141,Indian Crepe Co. (9903 Fredericksburg Rd),"9903 Fredericksburg Rd, San Antonio, TX, 78240",,78240
35142,Lentil (9903 Fredericksburg Rd),"9903 Fredericksburg Rd, San Antonio, TX, 78240",,78240
